RowNo, Average, Max, Min, FileName, Code, DateOfUpload
8, , 27090111.xls, 2020-01-09 13:10:45
9, , 27090111.xls, 2020-01-09 13:10:45
10, , 27090111.xls, 2020-01-09 13:10:45
11, , 27090111.xls, 2020-01-09 13:10:45
12, , 27090111.xls, 2020-01-09 13:10:45
13, , 27090111.xls, 2020-01-09 13:10:45
14, , 27090111.xls, 2020-01-09 13:10:45
15, , 27090111.xls, 2020-01-09 13:10:45
16, , 27090111.xls, 2020-01-09 13:10:45
17, , 27090111.xls, 2020-01-09 13:10:45
18, , 27090111.xls, 2020-01-09 13:10:45
19, , 27090111.xls, 2020-01-09 13:10:45
20, , 27090111.xls, 2020-01-09 13:10:45
21, , 27090111.xls, 2020-01-09 13:10:45
22, , 27090111.xls, 2020-01-09 13:10:45
23, , 27090111.xls, 2020-01-09 13:10:45
24, , 27090111.xls, 2020-01-09 13:10:45
25, , 27090111.xls, 2020-01-09 13:10:45
26, , 27090111.xls, 2020-01-09 13:10:45
27, , 27090111.xls, 2020-01-09 13:10:45
28, , 27090111.xls, 2020-01-09 13:10:45
29, , 27090111.xls, 2020-01-09 13:10:45
30, , 27090111.xls, 2020-01-09 13:10:45
31, , 27090111.xls, 2020-01-09 13:10:45
32, , 27090111.xls, 2020-01-09 13:10:45
33, , 27090111.xls, 2020-01-09 13:10:45
34, , 27090111.xls, 2020-01-09 13:10:45
35, , 27090111.xls, 2020-01-09 13:10:45
36, , 27090111.xls, 2020-01-09 13:10:45
37, , 27090111.xls, 2020-01-09 13:10:45
38, , 27090111.xls, 2020-01-09 13:10:45
39, , 27090111.xls, 2020-01-09 13:10:45
40, , 27090111.xls, 2020-01-09 13:10:45
41, , 27090111.xls, 2020-01-09 13:10:45
42, , 27090111.xls, 2020-01-09 13:10:45
43, , 27090111.xls, 2020-01-09 13:10:45
44, , 27090111.xls, 2020-01-09 13:10:45
45, , 27090111.xls, 2020-01-09 13:10:45
46, , 27090111.xls, 2020-01-09 13:10:45
47, , 27090111.xls, 2020-01-09 13:10:45
48, , 27090111.xls, 2020-01-09 13:10:45
49, , 27090111.xls, 2020-01-09 13:10:45
