RowNo, Average, Max, Min, FileName, Code, DateOfUpload
8, , 18102011.xls, 2020-01-09 13:10:46
9, , 18102011.xls, 2020-01-09 13:10:46
10, , 18102011.xls, 2020-01-09 13:10:46
11, , 18102011.xls, 2020-01-09 13:10:46
12, , 18102011.xls, 2020-01-09 13:10:46
13, , 18102011.xls, 2020-01-09 13:10:46
14, , 18102011.xls, 2020-01-09 13:10:46
15, , 18102011.xls, 2020-01-09 13:10:46
16, , 18102011.xls, 2020-01-09 13:10:46
17, , 18102011.xls, 2020-01-09 13:10:46
18, , 18102011.xls, 2020-01-09 13:10:46
19, , 18102011.xls, 2020-01-09 13:10:46
20, , 18102011.xls, 2020-01-09 13:10:46
21, , 18102011.xls, 2020-01-09 13:10:46
22, , 18102011.xls, 2020-01-09 13:10:46
23, , 18102011.xls, 2020-01-09 13:10:46
24, , 18102011.xls, 2020-01-09 13:10:46
25, , 18102011.xls, 2020-01-09 13:10:46
26, , 18102011.xls, 2020-01-09 13:10:46
27, , 18102011.xls, 2020-01-09 13:10:46
28, , 18102011.xls, 2020-01-09 13:10:46
29, , 18102011.xls, 2020-01-09 13:10:46
30, , 18102011.xls, 2020-01-09 13:10:46
31, , 18102011.xls, 2020-01-09 13:10:46
32, , 18102011.xls, 2020-01-09 13:10:46
33, , 18102011.xls, 2020-01-09 13:10:46
34, , 18102011.xls, 2020-01-09 13:10:46
35, , 18102011.xls, 2020-01-09 13:10:46
36, , 18102011.xls, 2020-01-09 13:10:46
37, , 18102011.xls, 2020-01-09 13:10:46
38, , 18102011.xls, 2020-01-09 13:10:46
39, , 18102011.xls, 2020-01-09 13:10:46
40, , 18102011.xls, 2020-01-09 13:10:46
41, , 18102011.xls, 2020-01-09 13:10:46
42, , 18102011.xls, 2020-01-09 13:10:46
43, , 18102011.xls, 2020-01-09 13:10:46
44, , 18102011.xls, 2020-01-09 13:10:46
45, , 18102011.xls, 2020-01-09 13:10:46
46, , 18102011.xls, 2020-01-09 13:10:46
47, , 18102011.xls, 2020-01-09 13:10:46
48, , 18102011.xls, 2020-01-09 13:10:46
49, , 18102011.xls, 2020-01-09 13:10:46
